rnd,dato,kamp,res,tilskuere,dommer,season,modstander,mean_tilskuere,kategori,mean_tilskuere_saeson,vff_mal,modstander_mal,vff_mal_kampen_foer,saeson,runde,tilskuere_1,ar,hold,d10_tilskuere,d7_tilskuere,d3_tilskuere,kort,langt,navn,stadion,sponsor_stadion_navn,tilskuere_2,rnd_1,dato_1,kamp_1,hjemme,ude,res_1,tilskuere_3,dommer_1,dato_num,dag,maned,ar_start,ar_slut,ar_1,match_date,saeson_1,kickoff,holiday_name,is_holiday,weekday_num,dagstype,kickoff_hour,kamp_tid,regn_1h_for,regn_dag,temp_kamp,vind_1h,vindstod_1h,skydaekke_kamp,regn_1h_kat,regn_dag_kat,temp_kamp_kat,vind_1h_kat,vindstod_1h_kat,skydaekke_kamp_kat,dato_index,vff_maal_from_res,modstander_maal_from_res
17,2015-11-27,VFF - AGF,1-0,3271,JÃ¸rgen Daugbjerg,2015/2016,AGF,4917.59375,A,4603.375,1,0,0,2015/2016,17,3271,2015,VFF-AGF,1337,1739,2700,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,17,27.11,VFF - AGF,VFF,AGF,1 - 0,3.271,JÃ¸rgen Daugbjerg,27.11,27,11,2015,2016,2015,16766,2015/2016,1448643600,Ingen,0,5,Hverdag,18,Aften,0,1.2000000000000002,8.028571428571428,6.45,11.05,100,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,27/11/2015,1,0
19,2016-02-28,VFF - FCN,1-1,3162,Michael Tykgaard,2015/2016,FCN,4216.444444444444,B,4603.375,1,1,1,2015/2016,19,3162,2016,VFF-FCN,1336,2027,2574,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,19,28.02,VFF - FCN,VFF,FCN,1 - 1,3.162,Michael Tykgaard,28.02,28,2,2015,2016,2016,16859,2015/2016,1456660800,Ingen,0,7,Weekend,13,Eftermiddag,0,0,5.414285714285715,0.5,2.6,0,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Solrigt,28/02/2016,1,1
21,2016-03-12,VFF - SJF,0-0,3167,JÃ¸rgen Daugbjerg,2015/2016,SJF,3854.4166666666665,C,4603.375,0,0,1,2015/2016,21,3167,2016,VFF-SDR,1635,1908,2776,NA,NA,NA,NA,NA,NA,21,12.03,VFF - SJF,VFF,SJF,0 - 0,3.167,JÃ¸rgen Daugbjerg,12.03,12,3,2015,2016,2016,16872,2015/2016,1457794800,Ingen,0,6,Weekend,16,Eftermiddag,0,0,4.442857142857143,1,3.1,0,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Solrigt,12/03/2016,0,0
24,2016-04-08,VFF - FCM,1-1,7502,Anders Poulsen,2015/2016,FCM,5296.0526315789475,A,4603.375,1,1,0,2015/2016,24,7502,2016,VFF-FCM,3309,5258,6112,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,24,8.04,VFF - FCM,VFF,FCM,1 - 1,7.502,Anders Poulsen,8.04,8,4,2015,2016,2016,16899,2015/2016,1460131200,Ingen,0,5,Hverdag,18,Aften,0,0.7,7.9,7.2,11.55,81.42857142857143,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,08/04/2016,1,1
26,2016-04-24,VFF - FCK,1-1,4437,Michael Johansen,2015/2016,FCK,5108.321428571429,A,4603.375,1,1,1,2015/2016,26,4437,2016,VFF-FCK,1752,2963,3837,FCK,FC København,Football Club København,Parken,Parken,38065,26,24.04,VFF - FCK,VFF,FCK,1 - 1,4.437,Michael Johansen,24.04,24,4,2015,2016,2016,16915,2015/2016,1461506400,Ingen,0,7,Weekend,16,Eftermiddag,0,0.1,7.4714285714285715,5.95,11.05,72.85714285714286,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,24/04/2016,1,1
28,2016-05-08,VFF - AaB,0-2,4655,Benjamin Svedborg,2015/2016,AaB,4740.379310344828,A,4603.375,0,2,1,2015/2016,28,4655,2016,VFF-AaB,2134,2631,3988,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,28,8.05,VFF - AaB,VFF,AaB,0 - 2,4.655,Benjamin Svedborg,8.05,8,5,2015,2016,2016,16929,2015/2016,1462705200,Ingen,0,7,Weekend,13,Eftermiddag,0,0,23.285714285714285,6.15,12.100000000000001,0,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Solrigt,08/05/2016,0,2
30,2016-05-16,VFF - RFC,2-3,4304,Mads Kristoffersen,2015/2016,RFC,5100.875,A,4603.375,2,3,0,2015/2016,30,4304,2016,VFF-RFC,1857,2737,3492,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,30,16.05,VFF - RFC,VFF,RFC,2 - 3,4.304,Mads Kristoffersen,16.05,16,5,2015,2016,2016,16937,2015/2016,1463396400,2. Pinsedag,1,1,Hverdag,13,Eftermiddag,0,0,14.214285714285715,6.45,11.3,30.714285714285715,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Let overskyet,16/05/2016,2,3
33,2016-05-29,VFF - HOB,1-0,4154,Jens Maae,2015/2016,HOB,4154,B,4603.375,1,0,2,2015/2016,33,4154,2016,VFF-HOB,1995,2511,3724,HOB,Hobro IK,Hobro Idræts Klub,DS Arena,DS Arena,10700,33,29.05,VFF - HOB,VFF,HOB,1 - 0,4.154,Jens Maae,29.05,29,5,2015,2016,2016,16950,2015/2016,1464534000,Ingen,0,7,Weekend,17,Aften,0,0,20.78571428571429,5.4,9.05,81.42857142857143,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Overskyet,29/05/2016,1,0
1,2016-07-15,VFF - FCN,0-4,2580,JÃ¸rgen Daugbjerg,2016/2017,FCN,4216.444444444444,B,4020.8333333333335,0,4,1,2016/2017,1,2580,2016,VFF-FCN,1351,1734,2158,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,1,15.07,VFF - FCN,VFF,FCN,0 - 4,2.58,JÃ¸rgen Daugbjerg,15.07,15,7,2016,2017,2016,16997,2016/2017,1468598400,Ingen,0,5,Hverdag,18,Aften,0,0,15.742857142857144,8.25,13.65,95.71428571428571,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,15/07/2016,0,4
3,2016-07-29,VFF - EFB,2-1,2929,Morten Krogh,2016/2017,EFB,3417.842105263158,C,4020.8333333333335,2,1,0,2016/2017,3,2929,2016,VFF-EFB,1168,1856,2628,EFB,Esbjerg fB,Esbjerg forenede Boldklubber,Esbjerg Stadion ,Blue Water Arena,17442,3,29.07,VFF - EFB,VFF,EFB,2 - 1,2.929,Morten Krogh,29.07,29,7,2016,2017,2016,17011,2016/2017,1469808000,Ingen,0,5,Hverdag,18,Aften,0,0,21.1,3.3499999999999996,7.5,83.57142857142857,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Overskyet,29/07/2016,2,1
5,2016-08-12,VFF - RFC,0-1,4065,Lars Christoffersen,2016/2017,RFC,5100.875,A,4020.8333333333335,0,1,2,2016/2017,5,4065,2016,VFF-RFC,1924,2464,3416,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,5,12.08,VFF - RFC,VFF,RFC,0 - 1,4.065,Lars Christoffersen,12.08,12,8,2016,2017,2016,17025,2016/2017,1471017600,Ingen,0,5,Hverdag,18,Aften,0,2,17.542857142857144,6.45,11.55,100,Ingen regn før kamp,Lidt regn i løbet af dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,12/08/2016,0,1
7,2016-08-28,VFF - FCM,0-0,6043,Dennis Mogensen,2016/2017,FCM,5296.0526315789475,A,4020.8333333333335,0,0,0,2016/2017,7,6043,2016,VFF-FCM,2746,3937,5058,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,7,28.08,VFF - FCM,VFF,FCM,0 - 0,6.043,Dennis Mogensen,28.08,28,8,2016,2017,2016,17041,2016/2017,1472407200,Ingen,0,7,Weekend,20,Aften,0,2.7,20.357142857142858,3.3499999999999996,6.7,97.14285714285714,Ingen regn før kamp,Lidt regn i løbet af dag,Varmt,Svag vind,Let vindstød,Overskyet,28/08/2016,0,0
8,2016-09-10,VFF - ACH,2-4,3096,Michael Johansen,2016/2017,ACH,3517.4285714285716,C,4020.8333333333335,2,4,0,2016/2017,8,3096,2016,VFF-ACH,1536,1976,2648,ACH,AC Horsens,Alliance Club Horsens,Horsens Idrætspark),Nordstern Arena Horsens,10495,8,10.09,VFF - ACH,VFF,ACH,2 - 4,3.096,Michael Johansen,10.09,10,9,2016,2017,2016,17054,2016/2017,1473508800,Ingen,0,6,Weekend,14,Eftermiddag,0,0,23.857142857142858,4.6,8.5,64.28571428571429,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Let overskyet,10/09/2016,2,4
11,2016-09-25,VFF - LBK,0-1,3126,Peter Munch Larsen,2016/2017,LBK,2988.5294117647054,D,4020.8333333333335,0,1,2,2016/2017,11,3126,2016,VFF-LBK,1370,1950,2639,LBK,Lyngby BK,Lyngby Boldklub af 1921,Lyngby Stadion,Lyngby Stadion,10100,11,25.09,VFF - LBK,VFF,LBK,0 - 1,3.126,Peter Munch Larsen,25.09,25,9,2016,2017,2016,17069,2016/2017,1474797600,Ingen,0,7,Weekend,12,Eftermiddag,0,0,20.542857142857144,5.4,9.75,0,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Solrigt,25/09/2016,0,1
12,2016-10-02,VFF - FCK,0-0,4137,JÃ¸rgen Daugbjerg,2016/2017,FCK,5108.321428571429,A,4020.8333333333335,0,0,0,2016/2017,12,4137,2016,VFF-FCK,2040,2994,3493,FCK,FC København,Football Club København,Parken,Parken,38065,12,2.1,VFF - FCK,VFF,FCK,0 - 0,4.137,JÃ¸rgen Daugbjerg,2.1,2,10,2016,2017,2016,17076,2016/2017,1475416800,Ingen,0,7,Weekend,16,Eftermiddag,1.1,2.6,12.6,3.1,6.6499999999999995,100,Let regn før kamp,Lidt regn i løbet af dag,Mildt,Svag vind,Let vindstød,Overskyet,02/10/2016,0,0
14,2016-10-21,VFF - SIF,1-3,3310,Peter KjÃ¦rsgaard,2016/2017,SIF,3875.1538461538466,B,4020.8333333333335,1,3,0,2016/2017,14,3310,2016,VFF-SIF,1192,2010,2736,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,14,21.1,VFF - SIF,VFF,SIF,1 - 3,3.31,Peter KjÃ¦rsgaard,21.1,21,10,2016,2017,2016,17095,2016/2017,1477073700,Ingen,0,5,Hverdag,20,Aften,0,1.7,7.5,4.6,7.7,100,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Let vindstød,Overskyet,21/10/2016,1,3
16,2016-11-06,VFF - BIF,1-2,4311,Michael Tykgaard,2016/2017,BIF,6615.142857142857,A,4020.8333333333335,1,2,1,2016/2017,16,4311,2016,VFF-BIF,2315,2630,3515,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,16,6.11,VFF - BIF,VFF,BIF,1 - 2,4.311,Michael Tykgaard,6.11,6,11,2016,2017,2016,17111,2016/2017,1478444400,Ingen,0,7,Weekend,16,Eftermiddag,0,1.7000000000000002,2.6714285714285717,9.05,15.15,100,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Kraftig vind,Kraftige vindstød,Overskyet,06/11/2016,1,2
18,2016-11-26,VFF - SJF,2-2,1740,Peter KjÃ¦rsgaard,2016/2017,SJF,3854.4166666666665,C,4020.8333333333335,2,2,1,2016/2017,18,1740,2016,VFF-SDR,860,976,1526,NA,NA,NA,NA,NA,NA,18,26.11,VFF - SJF,VFF,SJF,2 - 2,1.74,Peter KjÃ¦rsgaard,26.11,26,11,2016,2017,2016,17131,2016/2017,1480172400,Ingen,0,6,Weekend,16,Eftermiddag,0,0.6000000000000001,8.571428571428571,9.05,14.65,89.28571428571429,Ingen regn før kamp,Lidt regn i løbet af dag,Koldt,Kraftig vind,Mellem vindstød,Overskyet,26/11/2016,2,2
21,2016-12-12,VFF - OB,1-1,2710,Jakob Kehlet,2016/2017,OB,3524.217391304348,C,4020.8333333333335,1,1,2,2016/2017,21,2710,2016,VFF-OB,1198,1706,2247,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,21,12.12,VFF - OB,VFF,OB,1 - 1,2.71,Jakob Kehlet,12.12,12,12,2016,2017,2016,17147,2016/2017,1481565600,Ingen,0,1,Hverdag,19,Aften,0,0,1.9142857142857141,1.25,3.1,65.71428571428571,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Let overskyet,12/12/2016,1,1
23,2017-02-27,VFF - AGF,1-1,3112,Morten Krogh,2016/2017,AGF,4917.59375,A,4020.8333333333335,1,1,1,2016/2017,23,3112,2017,VFF-AGF,1168,2091,2520,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,23,27.02,VFF - AGF,VFF,AGF,1 - 1,3.112,Morten Krogh,27.02,27,2,2016,2017,2017,17224,2016/2017,1488218400,Ingen,0,1,Hverdag,19,Aften,0.6000000000000001,3.7,7.542857142857143,3.6,7.45,100,Let regn før kamp,Lidt regn i løbet af dag,Koldt,Svag vind,Let vindstød,Overskyet,27/02/2017,1,1
26,2017-03-19,VFF - AaB,2-1,5501,Michael Johansen,2016/2017,AaB,4740.379310344828,A,4020.8333333333335,2,1,1,2016/2017,26,5501,2017,VFF-AaB,2658,2954,4617,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,26,19.03,VFF - AaB,VFF,AaB,2 - 1,5.501,Michael Johansen,19.03,19,3,2016,2017,2017,17244,2016/2017,1489939200,Ingen,0,7,Weekend,17,Aften,0.7000000000000001,3.9000000000000004,2.642857142857143,5.4,10.3,100,Let regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,19/03/2017,2,1
27,2017-04-02,VFF - AGF,2-4,5749,Mads Kristoffersen,2016/2017,AGF,4917.59375,A,4020.8333333333335,2,4,2,2016/2017,27,5749,2017,VFF-AGF,2730,3565,4768,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,27,2.04,VFF - AGF,VFF,AGF,2 - 4,5.749,Mads Kristoffersen,2.04,2,4,2016,2017,2017,17258,2016/2017,1491141600,Ingen,0,7,Weekend,16,Eftermiddag,0,0,11.914285714285715,3.6,6.2,100,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Overskyet,02/04/2017,2,4
29,2017-04-17,VFF - SIF,0-0,4260,Jakob Kehlet,2016/2017,SIF,3875.1538461538466,B,4020.8333333333335,0,0,2,2016/2017,29,4260,2017,VFF-SIF,1916,2460,3332,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,29,17.04,VFF - SIF,VFF,SIF,0 - 0,4.26,Jakob Kehlet,17.04,17,4,2016,2017,2017,17273,2016/2017,1492426800,2. Påskedag,1,1,Hverdag,13,Eftermiddag,1,1,4.4714285714285715,4.35,9,95.71428571428571,Let regn før kamp,Lidt regn i løbet af dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,17/04/2017,0,0
31,2017-04-30,VFF - AaB,1-1,4067,Michael Tykgaard,2016/2017,AaB,4740.379310344828,A,4020.8333333333335,1,1,0,2016/2017,31,4067,2017,VFF-AaB,1862,2836,3443,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,31,30.04,VFF - AaB,VFF,AaB,1 - 1,4.067,Michael Tykgaard,30.04,30,4,2016,2017,2017,17286,2016/2017,1493550000,Ingen,0,7,Weekend,13,Eftermiddag,0,0,11.714285714285714,5.7,10.8,50.714285714285715,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Let overskyet,30/04/2017,1,1
33,2017-05-12,VFF - ACH,3-0,3020,Michael Tykgaard,2016/2017,ACH,3517.4285714285716,C,4020.8333333333335,3,0,1,2016/2017,33,3020,2017,VFF-ACH,1268,2094,2604,ACH,AC Horsens,Alliance Club Horsens,Horsens Idrætspark),Nordstern Arena Horsens,10495,33,12.05,VFF - ACH,VFF,ACH,3 - 0,3.02,Michael Tykgaard,12.05,12,5,2016,2017,2017,17298,2016/2017,1494604800,Store bededag,1,5,Hverdag,18,Aften,0,0,14.642857142857142,7.949999999999999,13.15,87.85714285714286,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,12/05/2017,3,0
35,2017-05-22,VFF - AGF,2-2,8619,Peter KjÃ¦rsgaard,2016/2017,AGF,4917.59375,A,4020.8333333333335,2,2,3,2016/2017,35,8619,2017,VFF-AGF,4043,5575,7469,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,35,22.05,VFF - AGF,VFF,AGF,2 - 2,8.619,Peter KjÃ¦rsgaard,22.05,22,5,2016,2017,2017,17308,2016/2017,1495472400,Ingen,0,1,Hverdag,19,Aften,0,0,18.54285714285714,3.35,6.7,6.428571428571429,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Solrigt,22/05/2017,2,2
3,2021-07-31,VFF - FCM,0-2,4038,Anders Poulsen,2021/2022,FCM,5296.0526315789475,A,4768.875,0,2,2,2021/2022,3,4038,2021,VFF-FCM,1878,2813,3512,FCM,FC Midtjylland,Football Club Midtjylland,MCH Arena,MCH Arena,12148,3,31.07,VFF - FCM,VFF,FCM,0 - 2,4.038,Anders Poulsen,31.07,31,7,2021,2022,2021,18839,2021/2022,1627740000,Ingen,0,6,Weekend,16,Eftermiddag,1,3.4,16.242857142857144,3.5999999999999996,6.95,91.42857142857143,Let regn før kamp,Lidt regn i løbet af dag,Mildt,Svag vind,Let vindstød,Overskyet,31/07/2021,0,2
5,2021-08-13,VFF - RFC,1-2,5085,Aydin Uslu,2021/2022,RFC,5100.875,A,4768.875,1,2,0,2021/2022,5,5085,2021,VFF-RFC,2215,3010,4183,RFC,Randers FC,Randers Football Club,Cepheus Park Randers,Cepheus Park Randers,10300,5,13.08,VFF - RFC,VFF,RFC,1 - 2,5.085,Aydin Uslu,13.08,13,8,2021,2022,2021,18852,2021/2022,1628874000,Ingen,0,5,Hverdag,19,Aften,0,0,18.9,7.45,11.850000000000001,90,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Overskyet,13/08/2021,1,2
6,2021-08-22,VFF - AGF,2-0,5422,Michael Tykgaard,2021/2022,AGF,4917.59375,A,4768.875,2,0,1,2021/2022,6,5422,2021,VFF-AGF,2068,3659,4584,AGF,AGF,Aarhus Gymnastikforening,Vejlby Stadium,Vejlby Stadium,12000,6,22.08,VFF - AGF,VFF,AGF,2 - 0,5.422,Michael Tykgaard,22.08,22,8,2021,2022,2021,18861,2021/2022,1629648000,Ingen,0,7,Weekend,18,Aften,0,0,20.357142857142858,4.1,7.45,0,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Let vindstød,Solrigt,22/08/2021,2,0
8,2021-09-12,VFF - AaB,2-3,6014,Peter KjÃ¦rsgaard,2021/2022,AaB,4740.379310344828,A,4768.875,2,3,2,2021/2022,8,6014,2021,VFF-AaB,2923,3637,4946,AaB,AaB,Aalborg Boldspilklub af 1885,Aalborg Stadion,Aalborg Portland Park,13600,8,12.09,VFF - AaB,VFF,AaB,2 - 3,6.014,Peter KjÃ¦rsgaard,12.09,12,9,2021,2022,2021,18882,2021/2022,1631448000,Ingen,0,7,Weekend,14,Eftermiddag,0,0,18.557142857142857,7.949999999999999,12.4,61.42857142857143,Ingen regn før kamp,Tør dag,Varmt,Mellem vind,Mellem vindstød,Let overskyet,12/09/2021,2,3
10,2021-09-26,VFF - OB,1-1,3963,Jakob Kehlet,2021/2022,OB,3524.217391304348,C,4768.875,1,1,2,2021/2022,10,3963,2021,VFF-OB,1896,2560,3309,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,10,26.09,VFF - OB,VFF,OB,1 - 1,3.963,Jakob Kehlet,26.09,26,9,2021,2022,2021,18896,2021/2022,1632657600,Ingen,0,7,Weekend,14,Eftermiddag,0,0,18.45714285714286,3.8499999999999996,6.7,30.714285714285715,Ingen regn før kamp,Tør dag,Varmt,Svag vind,Let vindstød,Let overskyet,26/09/2021,1,1
12,2021-10-15,VFF - SIF,1-1,5286,Peter KjÃ¦rsgaard,2021/2022,SIF,3875.1538461538466,B,4768.875,1,1,1,2021/2022,12,5286,2021,VFF-SIF,2152,3266,4311,SIF,Silkeborg IF,Silkeborg Idrætsforening,JYSK Park,JYSK Park,10000,12,15.1,VFF - SIF,VFF,SIF,1 - 1,5.286,Peter KjÃ¦rsgaard,15.1,15,10,2021,2022,2021,18915,2021/2022,1634317200,Ingen,0,5,Hverdag,19,Aften,0,0,9.142857142857142,8.25,13.9,46.42857142857143,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Let overskyet,15/10/2021,1,1
14,2021-10-31,VFF - BIF,0-1,7724,JÃ¸rgen Daugbjerg,2021/2022,BIF,6615.142857142857,A,4768.875,0,1,1,2021/2022,14,7724,2021,VFF-BIF,2843,4780,6323,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,14,31.1,VFF - BIF,VFF,BIF,0 - 1,7.724,JÃ¸rgen Daugbjerg,31.1,31,10,2021,2022,2021,18931,2021/2022,1635699600,Ingen,0,7,Weekend,18,Aften,0,0,10.257142857142856,4.6,8.5,94.28571428571429,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,31/10/2021,0,1
14,2021-10-31,VFF - BIF,0-1,7724,JÃ¸rgen Daugbjerg,2021/2022,BIF,6615.142857142857,A,4768.875,0,1,1,2021/2022,14,7724,2021,VFF-BIF,3558,5070,6781,BIF,Brøndby IF,Brøndbyernes Idrætsforening,Brøndby Stadion,Vilfort Park,28000,14,31.1,VFF - BIF,VFF,BIF,0 - 1,7.724,JÃ¸rgen Daugbjerg,31.1,31,10,2021,2022,2021,18931,2021/2022,1635699600,Ingen,0,7,Weekend,18,Aften,0,0,10.257142857142856,4.6,8.5,94.28571428571429,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Overskyet,31/10/2021,0,1
15,2021-11-05,VFF - FCN,2-2,3899,Peter KjÃ¦rsgaard,2021/2022,FCN,4216.444444444444,B,4768.875,2,2,0,2021/2022,15,3899,2021,VFF-FCN,1685,2230,3303,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,15,5.11,VFF - FCN,VFF,FCN,2 - 2,3.899,Peter KjÃ¦rsgaard,5.11,5,11,2021,2022,2021,18936,2021/2022,1636135200,Ingen,0,5,Hverdag,19,Aften,0,0,8.642857142857142,4.85,8,72.14285714285714,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Overskyet,05/11/2021,2,2
17,2021-11-28,VFF - SJF,1-1,4031,Anders Poulsen,2021/2022,SJF,3854.4166666666665,C,4768.875,1,1,2,2021/2022,17,4031,2021,VFF-SDR,1866,2499,3417,NA,NA,NA,NA,NA,NA,17,28.11,VFF - SJF,VFF,SJF,1 - 1,4.031,Anders Poulsen,28.11,28,11,2021,2022,2021,18959,2021/2022,1638104400,Ingen,0,7,Weekend,14,Eftermiddag,0,0,2.4714285714285715,1,2.35,100,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Overskyet,28/11/2021,1,1
19,2022-02-27,VFF - FCK,0-2,7025,Jakob Kehlet,2021/2022,FCK,5108.321428571429,A,4768.875,0,2,1,2021/2022,19,7025,2022,VFF-FCK,2694,4491,6430,FCK,FC København,Football Club København,Parken,Parken,38065,19,27.02,VFF - FCK,VFF,FCK,0 - 2,7.025,Jakob Kehlet,27.02,27,2,2021,2022,2022,19050,2021/2022,1645974000,Ingen,0,7,Weekend,16,Eftermiddag,0,0,6.942857142857143,3.5999999999999996,6.45,0,Ingen regn før kamp,Tør dag,Koldt,Svag vind,Let vindstød,Solrigt,27/02/2022,0,2
21,2022-03-13,VFF - VB,2-0,4227,Mikkel Redder,2021/2022,VB,3865.8,B,4768.875,2,0,0,2021/2022,21,4227,2022,VFF-VB,1694,2591,3612,VB,Vejle B,Vejle Boldklub,Vejle Stadion,Vejle Stadion,11060,21,13.03,VFF - VB,VFF,VB,2 - 0,4.227,Mikkel Redder,13.03,13,3,2021,2022,2022,19064,2021/2022,1647176400,Ingen,0,7,Weekend,14,Eftermiddag,0,0,10,6.45,10.55,0,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Solrigt,13/03/2022,2,0
23,2022-04-01,VFF - SJF,2-1,3093,JÃ¸rgen Daugbjerg,2021/2022,SJF,3854.4166666666665,C,4768.875,2,1,2,2021/2022,23,3093,2022,VFF-SDR,1565,1968,2593,NA,NA,NA,NA,NA,NA,23,1.04,VFF - SJF,VFF,SJF,2 - 1,3.093,JÃ¸rgen Daugbjerg,1.04,1,4,2021,2022,2022,19083,2021/2022,1648832400,Ingen,0,5,Hverdag,19,Aften,0,0,3.4571428571428573,5.15,8.8,40.714285714285715,Ingen regn før kamp,Tør dag,Koldt,Mellem vind,Mellem vindstød,Let overskyet,01/04/2022,2,1
26,2022-04-17,VFF - OB,1-1,3857,Aydin Uslu,2021/2022,OB,3524.217391304348,C,4768.875,1,1,2,2021/2022,26,3857,2022,VFF-OB,1816,2379,3401,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,26,17.04,VFF - OB,VFF,OB,1 - 1,3.857,Aydin Uslu,17.04,17,4,2021,2022,2022,19099,2021/2022,1650211200,Påskedag,1,7,Weekend,18,Aften,0,0,15.528571428571428,1.25,4.6,0,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Solrigt,17/04/2022,1,1
26,2022-04-17,VFF - OB,1-1,3857,Aydin Uslu,2021/2022,OB,3524.217391304348,C,4768.875,1,1,2,2021/2022,26,3857,2022,VFF-OB,1852,2720,3240,OB,Odense Boldklub,Odense Boldklub,Odense Stadion,Nature Energy Park,15790,26,17.04,VFF - OB,VFF,OB,1 - 1,3.857,Aydin Uslu,17.04,17,4,2021,2022,2022,19099,2021/2022,1650211200,Påskedag,1,7,Weekend,18,Aften,0,0,15.528571428571428,1.25,4.6,0,Ingen regn før kamp,Tør dag,Mildt,Svag vind,Let vindstød,Solrigt,17/04/2022,1,1
28,2022-04-29,VFF - FCN,1-1,4298,Anders Poulsen,2021/2022,FCN,4216.444444444444,B,4768.875,1,1,1,2021/2022,28,4298,2022,VFF-FCN,2336,2854,3882,FCN,FC Nordsjælland,Football Club Nordsjælland,Farum Park,Right to Dream Park,10300,28,29.04,VFF - FCN,VFF,FCN,1 - 1,4.298,Anders Poulsen,29.04,29,4,2021,2022,2022,19111,2021/2022,1651251600,Ingen,0,5,Hverdag,19,Aften,0,0,11.257142857142858,5.95,9.55,1.4285714285714286,Ingen regn før kamp,Tør dag,Mildt,Mellem vind,Mellem vindstød,Solrigt,29/04/2022,1,1
